year,nzsioc,nzsioc_descriptor,variable,units,magnitude,source,data_value
2008,GH122,Specialised food retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,28405.8
2009,GH122,Specialised food retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,28.19
2009,GH122,Specialised food retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,28194.01
2010,GH122,Specialised food retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,25.17
2010,GH122,Specialised food retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,25165.58
2011,GH122,Specialised food retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,23.59
2011,GH122,Specialised food retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,23591.74
2012,GH122,Specialised food retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,23.24
2012,GH122,Specialised food retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,23236.97
2013,GH122,Specialised food retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,23.27
2013,GH122,Specialised food retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,23268.03
2014,GH122,Specialised food retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,25.71
2014,GH122,Specialised food retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,25710.34
2015,GH122,Specialised food retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,20.72
2015,GH122,Specialised food retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,20715.11
2016,GH122,Specialised food retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,19.93
2016,GH122,Specialised food retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,19931.51
2017,GH122,Specialised food retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,20.92
2017,GH122,Specialised food retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,20916.12
2018,GH122,Specialised food retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,16.76
2018,GH122,Specialised food retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,16757.22
2019,GH122,Specialised food retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,17.83
2019,GH122,Specialised food retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,17828.28
2020,GH122,Specialised food retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,17.07
2020,GH122,Specialised food retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,17070.04
2021,GH122,Specialised food retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,16
2021,GH122,Specialised food retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,15995.2
2022,GH122,Specialised food retailing,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,15.25
2022,GH122,Specialised food retailing,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,15245.14
2007,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,51.6
2007,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,51604.88
2008,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,46.74
2008,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,46737.32
2009,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,39.79
2009,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,39789.64
2010,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,40.08
2010,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,40075.98
2011,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,35.03
2011,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,35027.85
2012,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,33.29
2012,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,33292.73
2013,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,32.95
2013,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,32954.23
2014,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,31
2014,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,30999.31
2015,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,29.39
2015,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,29390.51
2016,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,28.13
2016,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,28130.57
2017,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,29.59
2017,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,29586.41
2018,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,30.68
2018,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,30677.87
2019,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,34.94
2019,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,34942.12
2020,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,28.1
2020,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,28100.27
2021,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,28.61
2021,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,28613.59
2022,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,29.28
2022,GH131,"Furniture, electrical and hardware retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,29276.06
2007,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,28.14
2007,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,28135.72
2008,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,30.98
2008,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,30982.14
2009,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,29.74
2009,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,29739.32
2010,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,31.5
2010,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,31498.38
2011,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,27
2011,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,26995.27
2012,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,23.61
2012,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,23613.71
2013,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,22.17
2013,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,22174.85
2014,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,22.53
2014,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,22527.55
2015,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,22.1
2015,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,22097.62
2016,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,22.98
2016,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,22977.04
2017,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,24.09
2017,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,24092.28
2018,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,22.45
2018,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,22452.12
2019,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,26.48
2019,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,26481.89
2020,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,22.69
2020,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,22690.02
2021,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,23.34
2021,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,23338.36
2022,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,24.02
2022,GH132,"Recreational, clothing, footwear and personal accessory retailing",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,24015.45
2007,GH133,Department stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.22
2007,GH133,Department stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3220.7
2008,GH133,Department stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.45
2008,GH133,Department stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3453.98
2009,GH133,Department stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.5
2009,GH133,Department stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3496.69
2010,GH133,Department stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.52
2010,GH133,Department stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3524.05
2011,GH133,Department stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.51
2011,GH133,Department stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3512.31
2012,GH133,Department stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.72
2012,GH133,Department stores,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,3716.85
2013,GH133,Department stores,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.55
